gene_ID	match_ID	match_name	match_class	cluster_ID	exonic length (bp)	brain	spinal	kidney	heart	sk. muscle	main EO	Sachs' EO	Hunter's EO	sk. muscle (first rnd)	main EO (first rnd)	Sachs' EO (first rnd)
scaffold3400.g8	ENSDARG00000073784	FEZ2 (2 of 2)	reciprocal	0.0	2125	393.7	270.4	75.0	202.3	215.8	203.7	228.7	213.0	6.8	9.2	9.4
scaffold9875.g2	ENSDARG00000010270	fezf1	reciprocal	0.0	1946	26.1	0.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold5077.g3	ENSDARG00000070677	fezf2	reciprocal	0.0	1530	97.0	1.2	0.0	0.6	0.0	2.5	1.2	1.3	0.6	0.0	0.0
scaffold5355.g10	ENSDARG00000087828	FFAR1	reciprocal	12.0	3393	93.3	45.1	9.8	134.8	14.8	1.1	0.6	0.9	0.0	0.0	0.2
C7760818.g1	ENSDARG00000020741	fga	secondary	0.0	813	7.8	9.1	16.1	25.7	24.7	19.6	31.0	27.3	0.0	0.0	0.0
scaffold4753.g9	ENSDARG00000020741	fga	reciprocal	0.0	1382	1.7	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold4753.g10	ENSDARG00000008969	fgb	reciprocal	11.0	1905	0.8	0.0	2010.1	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.4
scaffold25033.g1	ENSDARG00000017473	fgd1	secondary	0.0	4655	361.3	222.0	497.2	297.9	162.5	132.4	195.2	192.3	2.9	3.3	2.5
scaffold3302.g7	ENSDARG00000017473	fgd1	reciprocal	0.0	4800	87.5	30.9	1.7	145.6	19.7	111.6	90.0	72.8	0.8	5.4	5.8
scaffold10717.g5	ENSDARG00000060248	FGD4 (2 of 2)	reciprocal	0.0	3937	171.8	345.4	899.5	219.6	188.0	136.8	142.9	153.7	5.1	2.3	1.2
scaffold5238.g2	ENSDARG00000011830	fgd4a	reciprocal	0.0	4800	225.5	171.0	533.9	143.6	183.6	291.0	304.2	287.4	34.7	8.1	14.2
scaffold18383.g1	ENSDARG00000070653	FGD5 (1 of 2)	reciprocal	0.0	1286	25.9	71.5	29.0	206.3	48.5	43.0	40.6	51.9	3.0	1.0	0.6
scaffold7277.g1	ENSDARG00000070653	FGD5 (1 of 2)	split_scaff	0.0	168	14.2	11.1	0.0	28.3	0.0	0.0	0.0	0.0	5.7	0.0	0.0
scaffold4284.g28	ENSDARG00000089622	FGD5 (2 of 2)	reciprocal	0.0	4667	146.1	81.9	116.3	213.8	38.4	65.2	58.4	34.9	3.3	1.9	0.3
scaffold1751.g8	ENSDARG00000045528	fgd6	reciprocal	0.0	5455	192.6	227.5	53.5	238.5	84.8	104.9	86.5	96.1	6.8	3.6	4.9
scaffold19275.g9	ENSDARG00000045528	fgd6	secondary	0.0	5437	21.6	38.6	210.1	71.0	62.2	106.0	97.0	75.8	1.4	2.9	2.5
scaffold15904.g1	ENSDARG00000030932	fgf10a	secondary	0.0	1449	6.0	6.4	0.0	40.0	0.0	0.0	194.5	0.0	0.0	0.0	1.1
scaffold3487.g1	ENSDARG00000030932	fgf10a	reciprocal	0.0	3936	0.2	2.1	0.0	0.0	3.1	1.4	1.4	1.5	0.0	0.0	0.0
C7784260.g1	ENSDARG00000043907	FGF11 (2 of 2)	reciprocal	0.0	506	22.0	7.3	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold6594.g1	ENSDARG00000043907	FGF11 (2 of 2)	secondary	0.0	942	3.4	3.9	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold20259.g1	ENSDARG00000069662	fgf11a	reciprocal	0.0	1791	12.9	21.3	40.6	0.0	160.6	2.1	3.1	2.3	10.2	0.7	5.6
scaffold25294.g1	ENSDARG00000069662	fgf11a	split_scaff	6.0	998	0.0	1.9	17.2	0.0	493.8	22.5	58.9	27.3	1.9	0.0	0.0
scaffold2741.g4	ENSDARG00000027957	fgf12a	reciprocal	3.0	2532	196.8	53.5	0.0	1.5	0.0	0.0	3.7	0.8	0.0	0.0	0.0
scaffold7846.g6	ENSDARG00000062542	fgf12b	reciprocal	3.0	1760	721.5	1673.5	22.9	2.2	617.2	50.6	41.3	42.5	27.2	3.0	15.3
scaffold10055.g2	ENSDARG00000035056	fgf13a	reciprocal	6.0	2656	2421.1	462.7	18.6	66.6	4117.7	46754.1	38900.7	47126.6	594.1	4733.3	2671.8
scaffold26017.g1	ENSDARG00000035056	fgf13a	secondary	6.0	201	469.9	18.5	0.0	0.0	2191.7	2405.1	3258.5	2533.7	362.1	12.9	95.6
scaffold5276.g9	ENSDARG00000056633	fgf13b	reciprocal	0.0	3505	440.4	247.4	4.6	86.0	417.8	35.5	59.4	70.3	11.5	1.1	5.0
scaffold434.g17	ENSDARG00000040982	fgf14	secondary	0.0	743	32.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold859.g19	ENSDARG00000040982	fgf14	reciprocal	3.0	3658	322.4	74.1	8.6	1.6	7.1	0.8	0.8	0.3	0.3	0.0	0.0
scaffold4294.g7	ENSDARG00000042233	fgf16	reciprocal	0.0	1543	13.4	4.2	3.3	8.0	52.1	6.7	3.0	8.5	3.1	0.0	1.0
scaffold6808.g4	ENSDARG00000023520	fgf17	reciprocal	5.0	938	6.8	4.0	0.0	1066.6	4.3	0.0	0.0	0.0	0.0	0.0	0.0
scaffold76.g1	ENSDARG00000088048	fgf18a	reciprocal	7.0	775	1.0	19.2	0.0	13.5	33.7	47.1	44.5	56.1	6.2	8.4	5.0
scaffold4658.g6	ENSDARG00000043962	fgf18b	reciprocal	0.0	1013	7.0	3.7	34.9	4.7	0.0	0.9	4.6	4.0	0.9	0.0	0.0
scaffold1934.g1	ENSDARG00000017542	fgf1a	reciprocal	7.0	1872	9.7	22.8	0.0	114.3	145.1	76.1	36.4	41.0	1.0	25.0	7.0
scaffold324.g3	ENSDARG00000075031	fgf2	synteny	9.0	2999	160.6	96.6	160.9	88.2	351.5	2785.3	1556.1	2481.6	10.9	153.2	52.5
scaffold2962.g3	ENSDARG00000007356	fgf20a	reciprocal	3.0	1033	79.9	44.9	0.0	0.0	0.0	3.6	0.0	2.0	0.0	1.3	0.0
scaffold3299.g1	ENSDARG00000086070	fgf20b	reciprocal	0.0	1771	9.4	17.8	0.0	0.0	0.0	1.1	0.5	0.6	9.2	5.1	3.5
scaffold886.g1	ENSDARG00000070492	fgf21	reciprocal	10.0	1590	716.3	25.7	0.0	3.0	29.1	176.2	69.8	96.0	0.0	2.4	1.0
scaffold1817.g2	ENSDARG00000076510	fgf22	reciprocal	10.0	3244	121.6	13.7	0.0	0.0	207.7	307.6	267.8	297.2	13.6	7.2	4.3
C7949508.g1	ENSDARG00000045854	fgf23	reciprocal	0.0	809	7.8	2.3	0.0	1.2	0.0	1.2	0.0	12.5	0.0	0.0	0.0
scaffold3325.g5	ENSDARG00000037677	fgf24	reciprocal	0.0	944	2.5	0.0	11.8	0.0	8.5	3.0	0.0	5.3	1.0	0.0	0.0
scaffold5034.g1	ENSDARG00000068094	fgf3	reciprocal	0.0	803	8.9	1.2	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0
scaffold4181.g1	ENSDARG00000068095	fgf4	secondary	9.0	2502	1.3	2.6	0.0	0.0	15.3	111.6	93.2	134.9	3.8	6.7	4.6
scaffold5034.g2	ENSDARG00000068095	fgf4	reciprocal	9.0	3182	0.0	0.0	7.6	0.0	9.5	130.4	111.7	100.0	0.6	6.1	10.4
scaffold11445.g1	ENSDARG00000035377	fgf5	reciprocal	0.0	521	0.0	0.0	0.0	7.3	54.0	34.2	28.7	25.2	0.0	2.5	0.0
scaffold1752.g4	ENSDARG00000009351	fgf6a	reciprocal	10.0	4147	224.1	565.7	1.0	8.0	842.1	2990.2	1695.0	2451.0	63.3	173.1	99.7
scaffold18636.g1	ENSDARG00000045856	fgf6b	reciprocal	0.0	1170	87.5	107.9	10.4	178.0	651.6	153.7	299.0	155.5	10.6	0.0	5.3
scaffold945.g1	ENSDARG00000059387	fgf7	reciprocal	0.0	798	5.0	5.8	1.3	3.6	22.7	34.0	106.4	69.6	14.4	3.3	14.4
scaffold8756.g3	ENSDARG00000003399	fgf8a	reciprocal	0.0	2871	270.9	1.6	11.6	208.0	0.0	19.9	12.3	10.9	0.0	1.4	0.8
scaffold25236.g5	ENSDARG00000039615	fgf8b	reciprocal	6.0	1811	13.1	0.0	0.0	0.5	152.2	47.1	53.1	31.2	9.5	0.0	1.7
scaffold21443.g4	ENSDARG00000091660	fgfbp1	reciprocal	9.0	1320	18.6	6.3	12.2	5.8	94.5	170.3	220.5	190.6	0.7	0.0	0.0
scaffold6844.g28	ENSDARG00000039963	FGFBP1 (1 of 2)	reciprocal	11.0	897	69.9	5.2	357.8	1.1	2.2	2.1	5.2	3.4	0.0	0.0	0.0
scaffold21443.g5	ENSDARG00000038056	FGFBP2 (1 of 2)	reciprocal	0.0	1102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold1020.g2	ENSDARG00000040162	FGFBP3	reciprocal	4.0	1608	2703.3	876.9	0.0	0.0	6.3	1.2	2.3	1.9	0.0	0.0	0.0
scaffold1237.g9	ENSDARG00000011027	fgfr1a	reciprocal	0.0	6464	300.8	1701.9	134.1	155.4	726.9	419.9	641.0	520.7	16.0	16.5	18.4
scaffold615.g2	ENSDARG00000003058	fgfr1op	reciprocal	0.0	1927	959.2	856.5	1317.2	979.2	1332.0	899.0	1115.5	869.4	41.7	123.3	48.7
scaffold4908.g9	ENSDARG00000009657	fgfr1op2	reciprocal	0.0	1423	588.4	651.7	1015.7	538.0	766.2	864.4	845.1	842.2	24.9	49.3	51.3
scaffold3080.g1	ENSDARG00000058115	fgfr2	reciprocal	0.0	2841	928.9	605.5	107.6	384.0	269.8	146.7	149.4	142.6	11.1	8.7	6.2
scaffold5157.g1	ENSDARG00000058115	fgfr2	split_scaff	0.0	2134	445.9	282.3	58.2	160.9	76.3	46.5	52.9	48.3	1.8	0.6	1.4
scaffold2831.g11	ENSDARG00000004782	fgfr3	reciprocal	0.0	5439	279.9	130.6	57.7	107.5	44.0	12.9	14.2	28.4	7.4	1.2	0.8
scaffold2668.g1	ENSDARG00000069105	fgfr4	reciprocal	0.0	5241	131.7	198.9	61.6	1878.7	191.5	169.5	183.5	184.9	6.2	7.2	7.0
scaffold10798.g14	ENSDARG00000032617	fgfrl1a	synteny	0.0	3173	75.8	62.0	152.4	742.1	386.1	277.3	175.8	183.4	21.1	7.8	17.2
scaffold1249.g1	ENSDARG00000052556	fgfrl1b	secondary	0.0	4332	0.2	1.1	1.4	1.1	0.5	0.0	0.4	0.5	0.0	0.0	0.0
scaffold22769.g1	ENSDARG00000052556	fgfrl1b	reciprocal	0.0	1326	22.1	16.8	0.0	0.7	0.0	0.0	0.0	4.6	0.0	0.0	0.0
scaffold1520.g8	ENSDARG00000037281	fgg	reciprocal	0.0	2344	12.5	10.3	7.8	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold9548.g1	ENSDARG00000038667	fggy	reciprocal	0.0	2208	496.0	556.2	627.6	217.1	447.3	228.3	248.9	324.0	4.3	24.7	11.8
scaffold1725.g3	ENSDARG00000087772	FGL1	reciprocal	6.0	757	1.0	0.0	0.0	0.0	87.7	12.4	13.6	5.3	2.5	0.0	0.0
scaffold5830.g1	ENSDARG00000019861	fgl2	split_scaff	0.0	575	63.5	116.2	108.8	573.9	475.8	1083.5	918.4	451.6	33.3	4.5	25.4
scaffold836.g19	ENSDARG00000019861	fgl2	reciprocal	0.0	1401	35.1	76.9	139.0	403.2	310.1	609.9	497.5	296.4	34.2	6.5	21.9
scaffold1049.g22	ENSDARG00000019686	FGL2 (2 of 2)	reciprocal	0.0	2432	78.6	188.6	30.7	210.8	588.1	154.1	113.6	116.8	28.3	6.4	13.6
scaffold1049.g23	ENSDARG00000019686	FGL2 (2 of 2)	split	0.0	4464	62.8	83.2	0.5	109.9	56.3	50.2	18.8	11.3	6.6	0.6	1.9
scaffold12913.g2	ENSDARG00000075132	fh	split	0.0	730	4310.8	5340.8	8072.8	5263.4	30005.0	7958.3	7241.5	8371.8	689.9	862.5	728.5
scaffold12913.g3	ENSDARG00000075132	fh	reciprocal	0.0	3113	3082.1	5803.5	5857.5	4096.3	24099.0	5854.2	5520.3	6394.0	654.2	1048.0	677.9
scaffold2182.g11	ENSDARG00000094473	FHAD1 (2 of 2)	reciprocal	0.0	5119	42.9	42.3	51.3	8.9	6.3	16.7	15.5	13.0	0.6	1.5	0.6
scaffold17195.g1	ENSDARG00000074812	fhdc1	secondary	0.0	617	7.7	0.0	58.9	12.3	0.0	0.0	3.0	4.9	3.1	0.0	0.0
scaffold1999.g9	ENSDARG00000074812	fhdc1	reciprocal	12.0	7570	70.6	137.0	11.7	26.1	2.1	2.8	3.2	2.4	0.0	0.0	0.1
scaffold25161.g1	ENSDARG00000074812	fhdc1	secondary	0.0	361	6.6	20.6	30.7	39.5	0.0	0.0	2.6	0.0	5.3	0.0	0.0
scaffold25537.g2	ENSDARG00000074812	fhdc1	secondary	0.0	3286	11.6	20.1	156.3	82.8	7.3	12.3	10.5	9.8	15.4	0.4	0.9
scaffold26690.g1	ENSDARG00000095962	FHDC1 (2 of 2)	reciprocal	0.0	434	11.0	6.4	90.7	41.6	9.3	2.2	4.3	4.7	6.6	0.0	0.0
scaffold4309.g4	ENSDARG00000068850	FHIT (2 of 2)	reciprocal	0.0	1211	230.7	226.9	913.4	334.6	169.4	64.2	58.6	88.4	6.3	9.6	4.4
scaffold4309.g5	ENSDARG00000068850	FHIT (2 of 2)	split	0.0	1147	51.2	42.1	247.3	60.5	50.9	13.9	9.8	10.6	2.5	2.3	0.7
scaffold5276.g5	ENSDARG00000056653	fhl	reciprocal	0.0	2359	86.8	283.7	774.8	2567.3	2368.8	2196.2	2145.6	2173.5	69.8	38.0	57.3
scaffold574.g6	ENSDARG00000042018	fhl2a	manual	0.0	833	162.0	363.3	1578.7	15710.0	5184.6	76.5	99.7	175.9	202.3	6.2	68.3
scaffold1125.g2	ENSDARG00000003991	fhl2b	manual	1.0	1636	7.8	23.8	6.2	611.6	39446.3	33.2	54.2	189.0	1359.6	30.9	410.6
scaffold574.g7	ENSDARG00000003991	fhl2b	reciprocal	0.0	937	411.7	1118.5	3182.9	53973.5	18018.0	276.0	405.3	642.7	666.3	18.0	199.3
scaffold1679.g2	ENSDARG00000034643	fhl3	reciprocal	0.0	3622	91.6	77.7	298.4	663.3	138.3	139.2	113.9	108.5	9.5	2.5	3.6
scaffold1336.g8	ENSDARG00000059158	FHL3 (2 of 2)	reciprocal	0.0	1994	3645.1	9516.1	698.5	872.4	1048.1	429.4	385.1	559.5	28.3	18.2	17.3
scaffold14720.g4	ENSDARG00000014805	FHL5	reciprocal	0.0	1760	79.4	10.0	45.3	8.1	309.7	1.1	2.1	22.4	39.7	1.5	12.7
scaffold24814.g7	ENSDARG00000071498	fhla	reciprocal	1.0	1731	352.1	899.9	404.6	58549.8	89010.9	1775.2	3125.1	2799.7	930.4	123.7	287.2
scaffold3854.g2	ENSDARG00000051768	FHOD1	reciprocal	0.0	5288	462.7	82.5	263.4	1167.1	2203.6	288.3	358.0	419.3	49.8	11.5	13.4
scaffold3854.g4	ENSDARG00000051768	FHOD1	secondary	0.0	2362	30.2	28.3	70.1	250.0	628.5	57.1	92.0	90.7	14.2	1.1	1.3
scaffold17699.g1	ENSDARG00000060393	fibcd1	secondary	3.0	3444	334.2	81.7	19.0	2.5	7.0	18.2	12.5	3.5	0.3	0.4	0.7
scaffold2636.g2	ENSDARG00000060393	fibcd1	reciprocal	8.0	6645	304.0	239.6	4.4	14.2	0.3	24.4	20.5	30.1	0.1	1.0	0.2
scaffold3934.g1	ENSDARG00000074640	FIBCD1 (1 of 2)	reciprocal	0.0	1302	214.0	41.4	9.3	1.5	10.8	5.8	7.2	3.1	0.0	0.0	0.0
scaffold5154.g4	ENSDARG00000039949	fibina	reciprocal	0.0	1878	39.7	22.7	71.5	5.1	12.9	184.6	111.3	119.5	9.2	7.6	12.7
scaffold11083.g1	ENSDARG00000087196	fibinb	reciprocal	0.0	2327	23.9	29.9	23.4	62.1	165.1	184.0	147.1	69.5	30.9	5.6	17.8
scaffold8688.g2	ENSDARG00000016058	fibpa	reciprocal	0.0	1443	804.1	517.2	514.8	676.9	582.7	777.8	602.6	583.3	21.9	39.6	28.8
scaffold1180.g2	ENSDARG00000035595	ficd	reciprocal	0.0	2840	254.3	154.9	425.0	127.3	151.6	212.4	208.0	214.5	4.4	5.5	6.0
scaffold1069.g22	ENSDARG00000039004	FIG4 (1 of 2)	reciprocal	0.0	3675	807.5	790.4	396.0	958.6	452.7	642.4	562.8	562.0	10.4	9.5	16.1
scaffold3063.g9	ENSDARG00000056624	figf	reciprocal	0.0	1931	70.3	277.9	6.8	599.9	230.2	226.1	165.7	192.6	5.0	2.7	8.8
scaffold12881.g4	ENSDARG00000087166	figla	reciprocal	0.0	812	42.0	168.1	14.9	2.3	106.5	23.1	18.4	6.2	0.0	0.0	0.0
scaffold10677.g4	ENSDARG00000008662	fign	split	0.0	2271	82.8	32.7	14.7	193.1	42.5	33.4	28.3	31.6	1.3	1.7	2.7
scaffold10677.g5	ENSDARG00000008662	fign	reciprocal	0.0	1972	30.2	20.7	10.2	55.5	10.2	10.5	8.0	8.2	0.5	0.0	0.4
scaffold1702.g38	ENSDARG00000016427	fignl1	reciprocal	0.0	3589	58.2	84.8	466.2	138.9	215.8	171.8	162.5	147.2	6.1	2.5	4.5
scaffold10883.g2	ENSDARG00000079634	FILIP1 (1 of 2)	secondary	0.0	4490	53.6	98.8	169.3	92.4	26.9	16.3	42.0	24.3	3.0	1.2	2.7
scaffold12232.g9	ENSDARG00000079634	FILIP1 (1 of 2)	reciprocal	7.0	7521	29.2	33.9	36.5	1626.7	1062.6	871.2	359.1	230.1	126.0	41.6	70.1
scaffold3141.g2	ENSDARG00000037910	FILIP1L (2 of 2)	reciprocal	0.0	6992	233.0	86.6	64.2	788.2	111.6	189.1	63.2	74.6	27.8	7.4	13.8
scaffold1900.g2	ENSDARG00000043328	fip1l1a	reciprocal	0.0	1858	13.7	12.0	1.1	77.3	15.2	49.4	60.3	47.9	0.0	0.7	0.0
scaffold1083.g9	ENSDARG00000070431	fip1l1b	secondary	0.0	3079	545.2	305.1	62.6	156.3	124.1	162.8	132.7	165.7	4.0	4.2	4.2
scaffold12728.g3	ENSDARG00000070431	fip1l1b	reciprocal	0.0	2048	1363.7	1445.5	2211.2	1813.9	2152.0	1704.9	1904.7	2355.5	95.4	99.5	116.3
scaffold5408.g2	ENSDARG00000095579	FIS1	reciprocal	0.0	2793	3082.3	4985.1	3226.6	1343.0	1653.6	2593.9	2156.6	1905.2	58.6	119.9	93.3
scaffold9270.g3	ENSDARG00000095579	FIS1	manual	0.0	3172	1077.2	863.9	1480.2	552.9	594.8	1098.1	779.5	764.2	21.1	45.0	26.7
scaffold1495.g9	ENSDARG00000056464	fitm1	reciprocal	0.0	2648	27.6	64.9	128.1	72.9	721.7	7.1	4.9	6.9	33.3	2.9	10.7
scaffold4432.g3	ENSDARG00000034568	fitm2	reciprocal	0.0	1723	685.9	970.8	581.1	806.4	289.5	794.4	585.9	578.3	16.7	42.9	25.9
scaffold17315.g1	ENSDARG00000035873	FJX1	reciprocal	10.0	2495	583.4	424.1	7.3	10.3	237.0	1274.8	927.8	1193.9	22.6	44.2	49.3
scaffold25159.g2	ENSDARG00000062796	fkbp10a	reciprocal	0.0	2719	669.0	1273.4	148.5	638.3	706.5	477.2	664.0	735.5	18.0	9.1	11.6
scaffold10060.g5	ENSDARG00000045129	fkbp10b	reciprocal	0.0	2357	105.7	178.4	133.2	500.3	356.7	250.4	310.3	309.1	14.2	12.7	10.4
scaffold3535.g7	ENSDARG00000037000	fkbp11	reciprocal	2.0	1240	888.4	1662.7	2642.0	32.2	94.1	115.6	92.5	66.8	3.9	3.1	5.0
scaffold1374.g11	ENSDARG00000040695	fkbp14	reciprocal	0.0	2599	102.9	192.5	69.1	184.4	100.6	100.9	107.0	92.5	3.7	1.0	1.8
scaffold4845.g12	ENSDARG00000022684	fkbp1aa	reciprocal	0.0	1210	9972.0	15289.0	16614.6	4840.9	5550.9	10572.7	11352.4	9303.9	139.3	300.4	288.3
scaffold4962.g10	ENSDARG00000033567	fkbp1ab	reciprocal	0.0	2750	2156.8	1495.0	368.5	305.7	101.7	153.6	127.6	81.6	8.0	7.1	7.8
scaffold7628.g6	ENSDARG00000052625	fkbp1b	synteny	0.0	1108	2951.9	5563.8	1216.0	3496.1	1922.6	2800.5	2228.9	1995.4	81.2	99.6	118.6
scaffold10083.g2	ENSDARG00000044540	fkbp2	reciprocal	0.0	1103	3992.8	6150.4	20116.7	2885.9	12873.5	4438.9	4055.1	3470.3	197.1	247.2	234.8
scaffold10978.g1	ENSDARG00000079018	fkbp3	reciprocal	0.0	959	3356.7	4212.6	4893.7	2384.1	4610.4	4880.7	3071.4	2466.7	191.7	366.9	278.1
C8005000.g1	ENSDARG00000008447	fkbp4	reciprocal	0.0	963	1046.7	1199.1	255.7	489.8	2398.0	3358.3	2181.8	1774.4	102.4	13.5	69.4
scaffold26494.g1	ENSDARG00000008447	fkbp4	split_scaff	0.0	2593	619.5	1363.6	224.6	256.0	1932.4	2071.4	1266.9	1326.9	107.5	62.1	54.5
scaffold3031.g12	ENSDARG00000028396	fkbp5	reciprocal	0.0	5197	525.3	543.4	533.7	1555.5	335.6	437.9	464.4	293.8	19.7	17.0	19.2
C8064612.g1	ENSDARG00000030133	fkbp6	secondary	0.0	801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C8064612.g2	ENSDARG00000030133	fkbp6	reciprocal	0.0	801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold3135.g7	ENSDARG00000001734	fkbp8	reciprocal	0.0	2443	713.4	1376.7	992.7	839.7	975.7	2942.5	2369.7	2552.5	18.8	49.4	35.5
scaffold1790.g5	ENSDARG00000005023	fkbp9	reciprocal	0.0	1763	1051.2	1608.6	1099.7	2253.3	2368.7	2211.2	1941.1	2492.7	35.3	43.4	41.8
scaffold2979.g2	ENSDARG00000095322	FKBPL	reciprocal	0.0	1819	206.4	202.6	191.4	106.1	158.1	324.5	224.1	223.3	6.3	5.7	6.8
scaffold345.g4	ENSDARG00000062451	FKRP (1 of 2)	reciprocal	0.0	3485	328.9	307.4	69.8	129.6	78.5	240.1	196.5	174.6	3.6	13.0	9.0
scaffold3869.g8	ENSDARG00000059437	fktn	reciprocal	0.0	4452	446.9	557.3	673.8	310.2	374.1	300.9	278.3	286.7	6.2	12.5	12.1
scaffold915.g11	ENSDARG00000070390	flad1	reciprocal	0.0	2413	101.6	168.1	168.6	179.3	515.2	173.6	168.6	219.9	13.9	8.1	12.1
scaffold3837.g18	ENSDARG00000062385	flcn	reciprocal	0.0	3437	576.6	569.6	369.1	771.5	752.1	1119.8	1026.4	1069.0	44.3	79.3	55.9
scaffold4261.g4	ENSDARG00000021201	flh	reciprocal	0.0	808	2.0	26.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C7965581.g1	ENSDARG00000054632	fli1a	reciprocal	0.0	2551	137.8	205.2	457.4	1764.2	306.0	305.9	136.4	103.4	19.9	8.7	10.5
scaffold12015.g23	ENSDARG00000040080	fli1b	reciprocal	0.0	1903	261.9	430.2	2383.4	1008.5	775.9	538.1	717.3	578.3	33.7	13.6	16.6
scaffold7166.g1	ENSDARG00000040080	fli1b	secondary	0.0	1762	45.9	89.0	178.1	557.0	85.6	71.8	34.9	41.3	4.3	0.0	1.3
scaffold14808.g7	ENSDARG00000059701	flii	reciprocal	0.0	5103	1122.0	1030.9	651.9	1677.2	572.0	2043.9	1350.2	988.3	43.3	73.0	64.6
scaffold2474.g8	ENSDARG00000045360	flj11011l	reciprocal	0.0	3921	311.7	230.1	324.6	154.0	258.0	1084.5	648.2	649.4	10.5	38.1	18.2
scaffold14047.g1	ENSDARG00000010764	flj13639	secondary	0.0	1301	1215.2	2429.5	256.0	195.2	289.1	869.9	672.7	899.4	16.9	35.9	13.0
scaffold8206.g6	ENSDARG00000010764	flj13639	reciprocal	10.0	1428	5446.2	21275.7	0.0	3.3	273.3	2717.5	1634.7	2212.7	63.7	146.4	98.5
scaffold1899.g22	ENSDARG00000074201	flna	split	0.0	3370	486.8	1276.5	488.5	3201.1	1303.6	511.2	992.5	911.8	12.2	5.0	4.3
scaffold1899.g23	ENSDARG00000074201	flna	reciprocal	0.0	6605	958.8	2393.7	1416.2	6917.0	2796.4	1170.9	1920.1	2097.6	66.3	25.2	36.1
C7793374.g1	ENSDARG00000018820	flncb	secondary	0.0	537	93.1	190.1	261.2	1264.5	3551.1	722.3	536.9	1400.0	76.7	43.5	34.3
scaffold1155.g10	ENSDARG00000018820	flncb	secondary	0.0	10208	195.8	173.5	159.8	238.6	138.7	122.2	213.1	186.2	3.4	19.7	9.2
scaffold4695.g2	ENSDARG00000018820	flncb	reciprocal	0.0	10425	429.4	620.5	198.9	2940.3	8356.6	1523.4	1457.4	2372.8	90.2	46.1	57.4
scaffold1433.g1	ENSDARG00000001710	flot1a	secondary	3.0	2627	853.8	366.8	5.0	32.9	3.1	7.8	9.2	5.4	0.4	0.5	0.0
scaffold6033.g1	ENSDARG00000001710	flot1a	manual	3.0	1350	942.4	166.4	3.0	50.0	1.5	6.9	6.9	6.7	0.0	0.0	0.0
scaffold20988.g2	ENSDARG00000037998	flot1b	manual	0.0	2933	6101.2	7368.0	3770.0	6762.7	10018.6	14625.5	14932.9	14371.4	269.0	757.3	619.7
scaffold4505.g8	ENSDARG00000004830	flot2a	reciprocal	0.0	3899	675.8	1962.5	1013.7	1072.8	1468.3	6475.9	5469.7	4697.9	112.5	347.6	255.0
scaffold7088.g4	ENSDARG00000069774	flot2b	reciprocal	0.0	3376	1036.8	4152.2	116.0	259.5	436.7	339.4	310.9	317.6	26.4	19.2	20.9
scaffold12854.g5	ENSDARG00000038024	flr	reciprocal	0.0	1737	915.2	1519.9	682.7	480.7	195.7	264.3	243.3	279.8	14.3	9.7	8.0
scaffold5109.g1	ENSDARG00000038024	flr	split_scaff	0.0	865	455.1	580.6	506.4	274.9	53.5	133.2	117.6	156.5	1.1	1.5	3.6
scaffold538.g1	ENSDARG00000077556	flrt1a	reciprocal	0.0	3722	208.3	40.7	6.0	3.1	4.3	28.9	23.6	29.3	0.0	0.3	1.4
scaffold5580.g7	ENSDARG00000075597	flrt1b	reciprocal	10.0	3804	70.7	117.9	0.0	6.0	22.7	47.8	41.2	40.1	0.3	2.4	2.2
scaffold24152.g1	ENSDARG00000079355	flrt2	reciprocal	0.0	6182	105.8	190.9	137.6	220.5	174.7	117.3	139.8	128.1	16.9	5.0	7.8
scaffold6246.g1	ENSDARG00000079355	flrt2	secondary	0.0	3898	331.5	366.5	123.5	526.5	151.2	224.5	272.9	275.3	7.6	6.7	12.2
scaffold4804.g1	ENSDARG00000076895	flrt3	reciprocal	0.0	4171	218.8	128.0	23.5	56.1	116.2	320.8	255.0	289.0	3.4	24.9	12.5
scaffold11549.g1	ENSDARG00000019371	flt1	reciprocal	0.0	3488	365.0	352.6	39.6	339.7	227.8	122.7	164.0	228.6	11.8	1.9	4.2
scaffold11549.g2	ENSDARG00000019371	flt1	split	0.0	4605	153.4	135.3	25.0	165.2	28.0	51.3	35.1	32.0	7.3	3.1	2.2
